,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
2827,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264
2828,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336
2829,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92
2830,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304
2831,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92
2832,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976
2833,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47
2834,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16
2835,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89
2836,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44
2837,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6
2838,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
2839,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33
2840,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92
2841,Second Class,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.544
2842,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340.0,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728
2843,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048
2844,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,60098.0,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488
2845,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,2149.0,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94
2846,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594
2847,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28
2848,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97
2849,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434
2850,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784
2851,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16
2852,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98
2853,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32
2854,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29
2855,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23
2856,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136
2857,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296
2858,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8
2859,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97
2860,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82
2861,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93
2862,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839.0,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736
2863,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44
2864,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79
2865,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52
2866,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92
2867,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72
2868,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976
2869,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088
2870,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352
2871,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352
2872,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26
2873,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28
2874,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03
2875,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568
2876,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488
2877,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34
2878,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66
2879,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97
2880,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050.0,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44
2881,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93
2882,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098.0,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85
2883,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96
2884,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456
2885,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92
2886,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63
2887,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96
2888,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4
2889,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85
2890,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601.0,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96
2891,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601.0,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94
2892,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56
2893,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4
2894,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08
2895,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88
2896,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65
2897,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968
2898,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422
2899,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984
2900,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6
2901,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66
2902,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12
2903,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464
2904,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658
2905,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115.0,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12
2906,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56
2907,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4
2908,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94
2909,Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98103.0,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,11.22
2910,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065.0,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136
2911,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,41.4
2912,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35.0
2913,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,39.552
2914,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,135.72
2915,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,12.56
2916,Second Class,DL-12925,Daniel Lacy,Consumer,United States,Noblesville,Indiana,46060.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,263.96
2917,First Class,SE-20110,Sanjit Engle,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",5.952
2918,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8
2919,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368
2920,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448
2921,Same Day,MM-17920,Michael Moore,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3
2922,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Austin,Texas,78745.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.882
2923,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234.0,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.08
2924,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601.0,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9
2925,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601.0,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71
2926,Second Class,BP-11155,Becky Pak,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",18.84
2927,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,55124.0,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64
2928,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Burlington,North Carolina,27217.0,South,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1633.188
2929,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Saginaw,Michigan,48601.0,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76
2930,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608
2931,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28
2932,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,144.784
2933,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792
2934,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,TEC-PH-10002834,Technology,Phones,Google Nexus 5,431.976
2935,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89
2936,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,47.208
2937,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,248.08
2938,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7
2939,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808
2940,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,90.99
2941,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56
2942,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",368.97
2943,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049.0,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01
2944,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049.0,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7
2945,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29
2946,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024.0,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25
2947,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024.0,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",64.96
2948,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Diego,California,92024.0,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7
2949,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,41.6
2950,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12
2951,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888
2952,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",113.568
2953,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7.92
2954,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301.0,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,671.984
2955,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99
2956,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Watertown,New York,13601.0,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",191.646
2957,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,45503.0,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313
2958,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032.0,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.936
2959,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90032.0,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
2960,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115.0,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34
2961,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98115.0,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,39.28
2962,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568
2963,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184
2964,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32
2965,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054.0,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96
2966,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076.0,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,32.952
2967,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076.0,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,30.016
2968,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584
2969,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,31.104
2970,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272
2971,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",28.272
2972,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,259.136
2973,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,10.8
2974,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006
2975,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002.0,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936
